Frame,Time,RMSD
227,11.123,0.682677388191223
228,11.172,0.738196969032288
229,11.221,0.601490497589111
230,11.27,0.720137655735016
231,11.319,0.771804690361023
232,11.368,0.656071066856384
233,11.417,0.658953845500946
234,11.466,0.729548454284668
235,11.515,0.58452183008194
236,11.564,0.693585872650146
237,11.613,0.654872834682465
238,11.662,0.620335340499878
239,11.711,0.66171795129776
240,11.76,0.724018216133118
241,11.809,0.681087970733643
242,11.858,0.737924158573151
243,11.907,0.776748895645142
244,11.956,0.885553896427155
245,12.005,0.760594666004181
246,12.054,0.636960864067078
247,12.103,0.674811720848083
248,12.152,0.757902801036835
249,12.201,0.721941530704498
250,12.25,0.741906583309174
251,12.299,0.664943397045135
252,12.348,0.663659274578094
253,12.397,0.655294835567474
254,12.446,0.626895487308502
255,12.495,0.704128205776215
256,12.544,0.65963488817215
257,12.593,0.684720873832703
258,12.642,0.876658022403717
259,12.691,0.74407297372818
260,12.74,0.708855926990509
261,12.789,0.805532515048981
262,12.838,0.775641441345215
263,12.887,0.856187403202057
264,12.936,0.878884136676788
265,12.985,0.797251343727112
266,13.034,0.784761369228363
267,13.083,0.676450371742249
268,13.132,0.598180532455444
269,13.181,0.614480972290039
270,13.23,0.72947096824646
271,13.279,0.640222787857056
272,13.328,0.641096591949463
273,13.377,0.663625657558441
274,13.426,0.661536514759064
275,13.475,0.574820756912231
276,13.524,0.553892374038696
277,13.573,0.667760252952576
278,13.622,0.708170294761658
279,13.671,0.677857160568237
280,13.72,0.648346841335297
281,13.769,0.668642699718475
282,13.818,0.792870998382568
283,13.867,0.687405705451965
284,13.916,0.760653614997864
285,13.965,0.654757976531982
286,14.014,0.744792878627777
287,14.063,0.633477926254272
288,14.112,0.631412982940674
289,14.161,0.650707840919495
290,14.21,0.65396636724472
291,14.259,0.684695184230804
292,14.308,0.682805716991425
293,14.357,0.683233737945557
294,14.406,0.620142042636871
295,14.455,0.66255909204483
296,14.504,0.669992208480835
297,14.553,0.633855402469635
298,14.602,0.659485697746277
299,14.651,0.659168243408203
300,14.7,0.68060827255249
301,14.749,0.700937628746033
302,14.798,0.658470511436462
303,14.847,0.684886574745178
304,14.896,0.681558549404144
305,14.945,0.687281966209412
306,14.994,0.707385003566742
307,15.043,0.769088685512543
308,15.092,0.720046401023865
309,15.141,0.715096235275269
310,15.19,0.74127459526062
311,15.239,0.643930733203888
312,15.288,0.671640038490295
313,15.337,0.609997868537903
314,15.386,0.76296466588974
315,15.435,0.658234357833862
316,15.484,0.835603713989258
317,15.533,0.696104228496552
318,15.582,0.806046664714813
319,15.631,0.824219048023224
320,15.68,0.830050110816956
321,15.729,0.973998308181763
322,15.778,0.863450229167938
323,15.827,0.848779499530792
324,15.876,0.726969182491302
325,15.925,0.777499079704285
326,15.974,0.749943494796753
327,16.023,0.695493221282959
328,16.072,0.776911735534668
329,16.121,0.79955929517746
330,16.17,0.764082670211792
331,16.219,0.650627493858337
332,16.268,0.612980246543884
333,16.317,0.672948956489563
334,16.366,0.59388542175293
335,16.415,0.507284224033356
336,16.464,0.662941336631775
337,16.513,0.642049908638
338,16.562,0.686027407646179
339,16.611,0.604497969150543
340,16.66,0.675874352455139
341,16.709,0.677246689796448
342,16.758,0.579494953155518
343,16.807,0.558719515800476
344,16.856,0.523078918457031
345,16.905,0.552749574184418
346,16.954,0.786364018917084
347,17.003,0.744773805141449
348,17.052,0.792570352554321
349,17.101,0.788387417793274
350,17.15,0.790508508682251
351,17.199,0.953359544277191
352,17.248,0.798613548278809
353,17.297,0.827089846134186
354,17.346,0.740971922874451
355,17.395,0.893861889839172
356,17.444,1.07422208786011
357,17.493,0.889910459518433
358,17.542,0.875552177429199
359,17.591,0.968880236148834
360,17.64,0.87809032201767
361,17.689,1.02896332740784
362,17.738,0.781594693660736
363,17.787,0.811400353908539
364,17.836,0.781246244907379
365,17.885,0.793992221355438
366,17.934,0.771761119365692
367,17.983,0.708068132400513
368,18.032,0.680313289165497
369,18.081,0.66288685798645
370,18.13,0.831869661808014
371,18.179,0.859101176261902
372,18.228,0.850275993347168
373,18.277,0.892890930175781
374,18.326,0.921083092689514
375,18.375,0.771879911422729
376,18.424,0.759750127792358
377,18.473,0.82697856426239
378,18.522,0.976304054260254
379,18.571,0.936619997024536
380,18.62,0.774112820625305
381,18.669,0.782567620277405
382,18.718,0.769313871860504
383,18.767,0.654913723468781
384,18.816,0.814907670021057
385,18.865,0.833761811256409
386,18.914,0.766687870025635
387,18.963,0.63785457611084
388,19.012,0.605214178562164
389,19.061,0.68284147977829
390,19.11,0.684428751468658
391,19.159,0.719800412654877
392,19.208,0.711041748523712
393,19.257,0.767147481441498
394,19.306,0.730730891227722
395,19.355,0.847465991973877
396,19.404,0.784577012062073
397,19.453,0.854273676872253
398,19.502,0.793319582939148
399,19.551,0.708160698413849
400,19.6,0.877730488777161
401,19.649,0.781428039073944
402,19.698,0.717557668685913
403,19.747,0.651015043258667
404,19.796,0.628227353096008
405,19.845,0.682664811611176
406,19.894,0.697271287441254
407,19.943,0.729145228862762
408,19.992,0.719050824642181
409,20.041,0.652379035949707
410,20.09,0.670496940612793
411,20.139,0.716047704219818
412,20.188,0.710503101348877
413,20.237,0.61178731918335
414,20.286,0.644266545772552
415,20.335,0.755619049072266
416,20.384,0.758342146873474
417,20.433,0.70552396774292
418,20.482,0.725590944290161
419,20.531,0.553853750228882
420,20.58,0.74216240644455
421,20.629,0.679814875125885
422,20.678,0.665011763572693
423,20.727,0.657972872257233
424,20.776,0.555573165416718
425,20.825,0.629071116447449
426,20.874,0.678749859333038
427,20.923,0.683698534965515
428,20.972,0.664376735687256
429,21.021,0.583918869495392
430,21.07,0.616630077362061
431,21.119,0.536107420921326
432,21.168,0.727705359458923
433,21.217,0.723662078380585
434,21.266,0.647074222564697
435,21.315,0.664693236351013
436,21.364,0.64963161945343
437,21.413,0.738095700740814
438,21.462,0.74963390827179
439,21.511,0.750419914722443
440,21.56,0.673870980739594
441,21.609,0.690333902835846
442,21.658,0.625453114509583
443,21.707,0.636250257492065
444,21.756,0.640652596950531
445,21.805,0.638734579086304
446,21.854,0.686233043670654
447,21.903,0.7516028881073
448,21.952,0.777983784675598
449,22.001,0.726059973239899
450,22.05,0.694340407848358
451,22.099,0.859391748905182
452,22.148,0.95116925239563
453,22.197,0.826956450939178
454,22.246,0.778429687023163
455,22.295,0.73820835351944
456,22.344,0.69886326789856
457,22.393,0.792836666107178
458,22.442,0.914737701416016
459,22.491,0.805711030960083
460,22.54,0.773686110973358
461,22.589,0.733829319477081
462,22.638,0.896180212497711
463,22.687,0.938353955745697
464,22.736,0.698975026607513
465,22.785,0.717365503311157
466,22.834,0.761551797389984
467,22.883,0.660039067268372
468,22.932,0.674544751644135
469,22.981,0.584357440471649
470,23.03,0.667865395545959
471,23.079,0.750136137008667
472,23.128,0.68525892496109
473,23.177,0.662958741188049
474,23.226,0.657148241996765
475,23.275,0.769326567649841
476,23.324,0.752945125102997
477,23.373,0.814622700214386
478,23.422,0.737063467502594
479,23.471,0.767368674278259
480,23.52,0.714449465274811
481,23.569,0.800040900707245
482,23.618,0.885146975517273
483,23.667,0.743675768375397
484,23.716,0.686299204826355
485,23.765,0.690587162971497
486,23.814,0.733165800571442
487,23.863,0.736375033855438
488,23.912,0.820614159107208
489,23.961,0.790697157382965
490,24.01,0.790905594825745
491,24.059,0.824887156486511
492,24.108,0.855758249759674
493,24.157,0.712862551212311
494,24.206,0.704292118549347
495,24.255,0.76284259557724
496,24.304,0.912611901760101
497,24.353,0.830925583839417
498,24.402,0.836094856262207
499,24.451,0.740258038043976
500,24.5,0.647440671920776
501,24.549,0.779263854026794
502,24.598,0.709371328353882
503,24.647,0.818861126899719
504,24.696,0.919702112674713
505,24.745,0.792553067207336
506,24.794,0.89294844865799
507,24.843,0.952273488044739
508,24.892,0.789449870586395
509,24.941,0.752747416496277
510,24.99,0.721813142299652
511,25.039,0.876473009586334
512,25.088,0.884409427642822
513,25.137,0.741483390331268
514,25.186,0.767499625682831
515,25.235,0.732389211654663
516,25.284,0.666407942771912
517,25.333,0.706008851528168
518,25.382,0.662672996520996
519,25.431,0.661144196987152
520,25.48,0.66584175825119
521,25.529,0.722749888896942
522,25.578,0.702107489109039
523,25.627,0.752294361591339
524,25.676,0.755335927009583
525,25.725,0.841109454631805
526,25.774,0.791139662265778
527,25.823,0.743903815746307
528,25.872,0.713044226169586
529,25.921,0.7170290350914
530,25.97,0.77908581495285
531,26.019,0.653221905231476
532,26.068,0.726557672023773
533,26.117,0.773506104946136
534,26.166,0.782169759273529
535,26.215,0.725382506847382
536,26.264,0.813739955425262
537,26.313,0.667123556137085
538,26.362,0.648625075817108
539,26.411,0.705090224742889
540,26.46,0.708822071552277
541,26.509,0.877074658870697
542,26.558,0.827037513256073
543,26.607,0.755634903907776
544,26.656,0.647086143493652
545,26.705,0.61623078584671
546,26.754,0.704379856586456
547,26.803,0.767538845539093
548,26.852,0.812113583087921
549,26.901,0.59777969121933
550,26.95,0.616906404495239
551,26.999,0.588476598262787
552,27.048,0.639636099338531
553,27.097,0.645072042942047
554,27.146,0.609616935253143
555,27.195,0.695283830165863
556,27.244,0.674177467823029
557,27.293,0.651739120483398
558,27.342,0.805764317512512
559,27.391,0.612841010093689
560,27.44,0.63375461101532
561,27.489,0.635425925254822
562,27.538,0.674524962902069
563,27.587,0.714245975017548
564,27.636,0.771178543567657
565,27.685,0.752395331859589
566,27.734,0.615692794322968
567,27.783,0.720887899398804
568,27.832,0.669666826725006
569,27.881,0.562769412994385
570,27.93,0.723292469978333
571,27.979,0.731760621070862
572,28.028,0.630041599273682
573,28.077,0.650137424468994
574,28.126,0.715652108192444
575,28.175,0.709946691989899
576,28.224,0.848778069019318
577,28.273,0.894016563892365
578,28.322,0.9167760014534
579,28.371,0.69925594329834
580,28.42,0.82031124830246
581,28.469,0.712257981300354
582,28.518,0.781822562217712
583,28.567,0.754376888275146
584,28.616,0.625550210475922
585,28.665,0.633406579494476
586,28.714,0.65882396697998
587,28.763,0.638384282588959
588,28.812,0.792732894420624
589,28.861,0.84285831451416
590,28.91,0.817454218864441
591,28.959,0.66394430398941
592,29.008,0.76410186290741
593,29.057,0.726451456546783
594,29.106,0.621705889701843
595,29.155,0.700506567955017
596,29.204,0.758821606636047
597,29.253,0.653867959976196
598,29.302,0.656578600406647
599,29.351,0.679382979869843
600,29.4,0.760241150856018
601,29.449,0.672763288021088
602,29.498,0.624370098114014
603,29.547,0.684295654296875
604,29.596,0.774539649486542
605,29.645,0.678592562675476
606,29.694,0.714332580566406
607,29.743,0.620869755744934
608,29.792,0.703400313854218
609,29.841,0.616026520729065
610,29.89,0.636732637882233
611,29.939,0.759359002113342
612,29.988,0.728378891944885
613,30.037,0.630940556526184
614,30.086,0.624394595623016
615,30.135,0.695702195167542
616,30.184,0.624101758003235
617,30.233,0.685983657836914
618,30.282,0.720024406909943
619,30.331,0.66267329454422
620,30.38,0.587099254131317
621,30.429,0.590652287006378
622,30.478,0.581364870071411
623,30.527,0.623209297657013
624,30.576,0.600953698158264
625,30.625,0.718532681465149
626,30.674,0.717369735240936
627,30.723,0.640906035900116
628,30.772,0.522457420825958
629,30.821,0.703216731548309
630,30.87,0.738259971141815
631,30.919,0.662926852703094
632,30.968,0.766230165958405
633,31.017,0.783345758914948
634,31.066,0.828876137733459
635,31.115,0.653634428977966
636,31.164,0.733205735683441
637,31.213,0.592239856719971
638,31.262,0.826540470123291
639,31.311,0.60976505279541
640,31.36,0.687183201313019
641,31.409,0.66206282377243
642,31.458,0.687616527080536
643,31.507,0.714666247367859
644,31.556,0.665828824043274
645,31.605,0.754609763622284
646,31.654,0.720647752285004
647,31.703,0.682234227657318
648,31.752,0.864586710929871
649,31.801,0.762112259864807
650,31.85,0.942865133285522
651,31.899,0.890952885150909
652,31.948,0.760454118251801
653,31.997,0.773469150066376
654,32.046,0.740040063858032
655,32.095,0.874956071376801
656,32.144,0.791929841041565
657,32.193,0.969605207443237
658,32.242,0.904030859470367
659,32.291,0.701909780502319
660,32.34,0.721098959445953
661,32.389,0.601112723350525
662,32.438,0.733318209648132
663,32.487,0.70526510477066
664,32.536,0.854624807834625
665,32.585,0.718018412590027
666,32.634,0.797453045845032
667,32.683,0.747235596179962
668,32.732,0.675439774990082
669,32.781,0.763004243373871
670,32.83,0.780331909656525
671,32.879,0.850615322589874
672,32.928,0.93317574262619
673,32.977,0.972704946994781
674,33.026,0.867022812366486
675,33.075,0.793458759784698
676,33.124,0.749774277210236
677,33.173,0.68289989233017
678,33.222,0.768317580223083
679,33.271,0.68471747636795
680,33.32,0.645495116710663
681,33.369,0.819525301456451
682,33.418,0.69761073589325
683,33.467,0.861981391906738
684,33.516,0.760191202163696
685,33.565,0.804661631584167
686,33.614,0.784104287624359
687,33.663,0.752069234848022
688,33.712,0.824409961700439
689,33.761,0.735552489757538
690,33.81,0.858815014362335
691,33.859,0.855428874492645
692,33.908,0.87513941526413
693,33.957,0.706595122814178
694,34.006,0.69073623418808
695,34.055,0.885245025157928
696,34.104,0.836518168449402
697,34.153,0.799257695674896
698,34.202,0.838348090648651
699,34.251,0.838428974151611
700,34.3,0.679164409637451
701,34.349,0.733307182788849
702,34.398,0.781645238399506
703,34.447,0.846414804458618
704,34.496,0.793676674365997
705,34.545,0.792927384376526
706,34.594,0.810137331485748
707,34.643,0.79847264289856
708,34.692,0.819701254367828
709,34.741,0.735170900821686
710,34.79,0.923194050788879
711,34.839,0.899487733840942
712,34.888,0.916306555271149
713,34.937,0.893430411815643
714,34.986,0.808961629867554
715,35.035,0.8108771443367
716,35.084,0.886415600776672
717,35.133,0.813924431800842
718,35.182,0.859390556812286
719,35.231,0.785382509231567
720,35.28,0.787107646465302
721,35.329,0.772286117076874
722,35.378,0.926627993583679
723,35.427,0.790464580059052
724,35.476,0.783832371234894
725,35.525,0.776172459125519
726,35.574,0.692936420440674
727,35.623,0.696263313293457
728,35.672,0.803925335407257
729,35.721,0.8575679063797
730,35.77,0.848208427429199
731,35.819,0.782214522361755
732,35.868,0.749217391014099
733,35.917,0.670520663261414
734,35.966,0.64377623796463
735,36.015,0.754264891147614
736,36.064,0.825986564159393
737,36.113,0.68618506193161
738,36.162,0.82169646024704
739,36.211,0.66364598274231
740,36.26,0.621395349502563
741,36.309,0.637772262096405
742,36.358,0.71203601360321
743,36.407,0.742062151432037
744,36.456,0.673930406570435
745,36.505,0.649323582649231
746,36.554,0.8679159283638
747,36.603,0.738483607769012
748,36.652,0.875094175338745
749,36.701,0.771654427051544
750,36.75,0.668698132038116
751,36.799,0.693412661552429
752,36.848,0.799204587936401
753,36.897,0.725830912590027
754,36.946,0.764865159988403
755,36.995,0.685317635536194
756,37.044,0.643999516963959
757,37.093,0.667761504650116
758,37.142,0.672467410564423
759,37.191,0.689172744750977
760,37.24,0.737622678279877
761,37.289,0.668974816799164
762,37.338,0.651068866252899
763,37.387,0.68457967042923
764,37.436,0.711314737796783
765,37.485,0.790284276008606
766,37.534,0.727346360683441
767,37.583,0.761244535446167
768,37.632,0.811965227127075
769,37.681,0.820122480392456
770,37.73,0.743488252162933
771,37.779,0.779438078403473
772,37.828,0.960558593273163
773,37.877,0.755961775779724
774,37.926,0.783602476119995
775,37.975,0.698330044746399
776,38.024,0.695818185806274
777,38.073,0.721388041973114
778,38.122,0.795332968235016
779,38.171,0.701443195343018
780,38.22,0.791806638240814
781,38.269,0.853661894798279
782,38.318,0.875598073005676
783,38.367,0.939198434352875
784,38.416,0.95095556974411
785,38.465,0.817062199115753
786,38.514,0.816530108451843
787,38.563,0.682762801647186
788,38.612,0.71367359161377
789,38.661,0.757350385189056
790,38.71,0.797013700008392
791,38.759,0.834576070308685
792,38.808,0.915357172489166
793,38.857,0.828548729419708
794,38.906,0.853972136974335
795,38.955,0.894273340702057
796,39.004,0.871515691280365
797,39.053,0.872247397899628
798,39.102,0.972552418708801
799,39.151,0.976136147975922
800,39.2,0.969944357872009
801,39.249,1.05529522895813
802,39.298,0.907369911670685
803,39.347,0.874234318733215
804,39.396,0.817098021507263
805,39.445,0.645328462123871
806,39.494,0.785333037376404
807,39.543,0.774386703968048
808,39.592,0.765978991985321
809,39.641,0.76493889093399
810,39.69,0.768085777759552
811,39.739,0.763718962669373
812,39.788,0.716498613357544
813,39.837,0.660316467285156
814,39.886,0.712589144706726
815,39.935,0.712368607521057
816,39.984,0.667190670967102
817,40.033,0.716513991355896
818,40.082,0.592492938041687
819,40.131,0.670110762119293
820,40.18,0.652612090110779
821,40.229,0.65711772441864
822,40.278,0.671095490455627
823,40.327,0.835301518440247
824,40.376,0.780888140201569
825,40.425,0.721634387969971
826,40.474,0.859234690666199
827,40.523,0.76869797706604
828,40.572,0.867387592792511
829,40.621,0.771876871585846
830,40.67,0.891505360603333
831,40.719,0.952044427394867
832,40.768,0.83230447769165
833,40.817,0.684111833572388
834,40.866,0.836004555225372
835,40.915,0.849685728549957
836,40.964,0.768271327018738
837,41.013,0.784186840057373
838,41.062,0.608540296554565
839,41.111,0.670469760894775
840,41.16,0.666064023971558
841,41.209,0.726183295249939
842,41.258,0.68101978302002
843,41.307,0.59702455997467
844,41.356,0.600003302097321
845,41.405,0.678614020347595
846,41.454,0.600262820720673
847,41.503,0.67342072725296
848,41.552,0.782498061656952
849,41.601,0.694245874881744
850,41.65,0.621503293514252
851,41.699,0.708491206169128
852,41.748,0.641823530197144
853,41.797,0.63379579782486
854,41.846,0.598328232765198
855,41.895,0.557076990604401
856,41.944,0.572590947151184
857,41.993,0.698037922382355
858,42.042,0.658816277980804
859,42.091,0.695950627326965
860,42.14,0.652672708034515
861,42.189,0.773387968540192
862,42.238,0.702509522438049
863,42.287,0.769838869571686
864,42.336,0.826091766357422
865,42.385,0.853544354438782
866,42.434,0.846651792526245
867,42.483,0.801923811435699
868,42.532,0.723226606845856
869,42.581,0.744477152824402
870,42.63,0.703910827636719
871,42.679,0.666175663471222
872,42.728,0.600690901279449
873,42.777,0.698037326335907
874,42.826,0.798526525497437
875,42.875,0.728561460971832
876,42.924,0.885764896869659
877,42.973,0.821792125701904
878,43.022,0.811403870582581
879,43.071,0.716444969177246
880,43.12,0.643245041370392
881,43.169,0.749069035053253
882,43.218,0.730795741081238
883,43.267,0.84178763628006
884,43.316,0.79047554731369
885,43.365,0.879350543022156
886,43.414,0.850368738174438
887,43.463,0.769595205783844
888,43.512,0.836324393749237
889,43.561,0.80330616235733
890,43.61,0.802586734294891
891,43.659,0.886002421379089
892,43.708,0.773880839347839
893,43.757,0.693991184234619
894,43.806,0.769910871982574
895,43.855,0.75644838809967
896,43.904,0.811098396778107
897,43.953,0.707262933254242
898,44.002,0.877185642719269
899,44.051,0.758373260498047
900,44.1,0.843676328659058
901,44.149,0.87261974811554
902,44.198,0.829517245292664
903,44.247,0.801751375198364
904,44.296,0.929142892360687
905,44.345,0.809422969818115
906,44.394,1.12123954296112
907,44.443,1.12097239494324
908,44.492,1.02879226207733
909,44.541,0.92264062166214
910,44.59,0.904920160770416
911,44.639,0.789899289608002
912,44.688,0.821292340755463
913,44.737,0.766984343528748
914,44.786,0.718150913715363
915,44.835,0.739392995834351
916,44.884,0.76446670293808
917,44.933,0.581100583076477
918,44.982,0.746883988380432
919,45.031,0.877714335918427
920,45.08,0.838454067707062
921,45.129,0.793946266174316
922,45.178,0.739184021949768
923,45.227,0.75931304693222
924,45.276,0.816755414009094
925,45.325,0.734308063983917
926,45.374,0.762442350387573
927,45.423,0.808471500873566
928,45.472,0.867121398448944
929,45.521,0.817691087722778
930,45.57,0.732677340507507
931,45.619,0.620080471038818
932,45.668,0.703731775283813
933,45.717,0.681930303573608
934,45.766,0.776281535625458
935,45.815,0.708471715450287
936,45.864,0.813373565673828
937,45.913,0.834805011749268
938,45.962,0.799453020095825
939,46.011,0.814842879772186
940,46.06,0.853724658489227
941,46.109,0.965569913387299
942,46.158,0.852044761180878
943,46.207,0.756784856319427
944,46.256,0.764248013496399
945,46.305,0.692311346530914
946,46.354,0.769502341747284
947,46.403,0.782206952571869
948,46.452,0.728135883808136
949,46.501,0.770997047424316
950,46.55,0.730151474475861
951,46.599,0.789644062519073
952,46.648,0.731817603111267
953,46.697,0.728051960468292
954,46.746,0.841132402420044
955,46.795,0.694651901721954
956,46.844,0.66292679309845
957,46.893,0.756337642669678
958,46.942,0.789588689804077
959,46.991,0.674623012542725
960,47.04,0.588609278202057
961,47.089,0.757363677024841
962,47.138,0.649922609329224
963,47.187,0.764326751232147
964,47.236,0.829023420810699
965,47.285,0.683770835399628
966,47.334,0.664692103862762
967,47.383,0.774130165576935
968,47.432,0.707484424114227
969,47.481,0.878168761730194
970,47.53,0.678053975105286
971,47.579,0.81337434053421
972,47.628,0.756852149963379
973,47.677,0.682176351547241
974,47.726,0.63426661491394
975,47.775,0.772107481956482
976,47.824,0.701479196548462
977,47.873,0.776929438114166
978,47.922,0.810955226421356
979,47.971,0.759152233600616
980,48.02,0.833710491657257
981,48.069,0.827861189842224
982,48.118,0.886079728603363
983,48.167,0.83020693063736
984,48.216,0.815203547477722
985,48.265,0.740777313709259
986,48.314,0.918071806430817
987,48.363,0.891439318656921
988,48.412,0.880003988742828
989,48.461,0.804140508174896
990,48.51,0.867267549037933
991,48.559,0.713583052158356
992,48.608,1.01949071884155
993,48.657,1.00963258743286
994,48.706,1.00668144226074
995,48.755,0.878632247447968
996,48.804,0.899603426456451
997,48.853,0.728457152843475
